Message,CM,AOPV,CDACT,TI,TTBF,Response
thank pointing complain alot blackwhite interracial relationship however asian statisticly far likely mix white person american negro last statistic read negro married outside race compared tp gook factor gook recent invader gook nonwhite whereas negro least white negro year still black word stuck race enough breed seems gook even bigger threat race negro,1.333333333,1.0,4.666666667,5.333333333,1.0,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.666666667
TI Hate Score: 5.333333333
TTBF Hate Score: 1.0
"
thank pnn jewmedia really pushing fag agenda past twenty year animalisic behavior becoming accepted city village like home town give building gay bar passing proposal give fag special right,1.833333333,1.166666667,3.666666667,2.5,1.333333333,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.666666667
TI Hate Score: 2.5
TTBF Hate Score: 1.333333333
"
thanks spreading idea worry fag trannys sent,1.166666667,1.0,3.0,2.5,1.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.5
TTBF Hate Score: 1.166666667
"
faggot kike david geffen would sell arse chance getting lousy dime,1.0,1.0,3.333333333,1.0,3.666666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.0
TTBF Hate Score: 3.666666667
"
isnt problem black savage live among u ruin city endanger people,1.666666667,1.0,4.666666667,4.5,1.5,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.666666667
TI Hate Score: 4.5
TTBF Hate Score: 1.5
"
little niglet turdler pickininny whatperhaps five year old previous lifeyears agoin subjected foul despicable cannibalistic subhuman savage negro daily basis grew used pickininny negress young twelve year old giving birth tiny little indiainkblack turdler niglet seriously whats say hadnt little niglet turdler pickininny photo offed wouldnt ended shooting tiny little indiainkblack turdler niglet year thus setting new world record chicago englewood ghetto youngest recorded little niglet negress knockedup successfully deliver baby niglet guess well never know little niglet negress since dyad lil niglet negress hey another lil seven eight year old niglet negress come along vile cannibalistic subhuman savage negro impregnate mark word,1.166666667,2.166666667,4.666666667,1.0,2.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 2.166666667
CDACT Hate Score: 4.666666667
TI Hate Score: 1.0
TTBF Hate Score: 2.333333333
"
nig look like shaquille oneal ice skate,1.0,1.0,3.0,1.0,3.0,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 3.0
"
thats easy want u assimilated future generation color mud white race extinct easier control mongrel thoroughbred nwo jewish master jew cant tolerate white anything havent heard holocaust must make sure doesnt happen beanie baby,1.666666667,1.0,4.0,5.166666667,2.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 5.166666667
TTBF Hate Score: 2.0
"
thats wherever movepakisnigsetc infest place whith roachesdo travel whith roacheskeep petsor main source protine nerve call u trashwhite bone,1.333333333,1.0,4.333333333,2.0,2.833333333,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 2.0
TTBF Hate Score: 2.833333333
"
united church long cover farleft illegal immigrant people need exposed country thirdworld hole,2.0,1.0,3.666666667,1.666666667,1.166666667,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 1.666666667
TTBF Hate Score: 1.166666667
"
gay lifestyle compatable white nationalism simple queer leftwing rather obvious reason leftwing politics compatable way life leftwingers tolerant everything go white patriarchal society seek destroy rather destroyed,1.666666667,1.0,3.833333333,4.333333333,1.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.833333333
TI Hate Score: 4.333333333
TTBF Hate Score: 1.0
"
number high suffer theyre white africa white let africa european nation help white africa move europe send europe africa ape africa wish never treated white way spook starve without white knowledge food production distribution,3.333333333,1.166666667,4.833333333,4.0,1.5,"CM Hate Score: 3.333333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.833333333
TI Hate Score: 4.0
TTBF Hate Score: 1.5
"
mestizo mexico fact mostly amerindian indian complexion white complexion pure blooded amerindian amerindian mexico want claim aztec go right ahead sure heck aint claiming white far donkey riding mexican getting one handful american soil aint happening keep im glad colored people like come mudville named place yall come tell visitor true intention illegal mud parasite mind country well shed blood whats,1.333333333,1.666666667,4.5,4.333333333,1.333333333,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.666666667
CDACT Hate Score: 4.5
TI Hate Score: 4.333333333
TTBF Hate Score: 1.333333333
"
amount teenage faggot shocking theyre obvious open propaganda music death culture three major contributory factor growth notice lot young attractive girl seem befriend deviant consider odd disgusting,1.333333333,1.0,3.666666667,1.0,1.166666667,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
asian country homogeneous people know best intrests asian asia black africa hell yea deserve homeland colonize uninhabited area later became known dixie taken fag yankee illegally occupied since,2.333333333,1.0,3.666666667,4.0,1.166666667,"CM Hate Score: 2.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 4.0
TTBF Hate Score: 1.166666667
"
attack started north centre constitution hill moved south across centre ending faggotville look unlikely aimed fag coincidence,1.0,2.166666667,3.0,1.0,1.666666667,"CM Hate Score: 1.0
AOPV Hate Score: 2.166666667
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.666666667
"
average englishman probably much le celtic blood anglosaxons didnt rule celtic populace like norman drove celt little mixing ever happened however rural area degree mixing would much greater cormacs report doesnt surprise celt today much briton blood using term briton refer preceltic people loose confusing usage hell scotland percent much higher scot didnt overthrow pictish kingdom well middle age celt originally ruled briton elite like many aryan europe middle east eventually absorbed would indeed much britonic blood scotland case briton survived right middle age country originally pictish kingdom pictish population right overthrow although intermarriage celt south frequent savage picts terrified roman legionnaire celtic many thing characterized painting face blue battle taken scot originally irish tribe known scoti scoti took first ruled pictish king increasing immigration scoti tribesman ulster became unnecessary,1.166666667,1.333333333,2.833333333,1.0,1.0,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.333333333
CDACT Hate Score: 2.833333333
TI Hate Score: 1.0
TTBF Hate Score: 1.0
"
best response faggot repent sodomite,1.0,1.0,3.0,1.0,1.666666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.666666667
"
black need rounded shipped jungle africa dont belong america,4.333333333,1.0,3.333333333,4.0,1.833333333,"CM Hate Score: 4.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 4.0
TTBF Hate Score: 1.833333333
"
catholic church betrayed white community serf reminder christian church actively working u next pope already faggot reverend church england,1.833333333,1.0,4.0,3.666666667,1.333333333,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 3.666666667
TTBF Hate Score: 1.333333333
"
chink may invented toilet paper still dont know forand pigsyou see sitting park public place start picking crud toejamsick fxxxxxxx pigsand spic cant seriously trying say even remotley clean nignogs beginthey cant make kitchen living room whithout stepping needle trpping crap filled diapershell pig white perpopullation million one ratio crud white bone aldaris,1.333333333,1.0,5.0,2.166666667,2.333333333,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 5.0
TI Hate Score: 2.166666667
TTBF Hate Score: 2.333333333
"
church betrayed white australian care gook towelhead kind illegal immigirants rounded shipped back crap hole heil hitler einsatzkommando,4.0,1.833333333,3.666666667,4.166666667,1.166666667,"CM Hate Score: 4.0
AOPV Hate Score: 1.833333333
CDACT Hate Score: 3.666666667
TI Hate Score: 4.166666667
TTBF Hate Score: 1.166666667
"
constitution country interpreted aim plutocrat majority white intended mean one might even say longer applicable ancestor came invader land next wave invader permanently changing landscape unarmed aid misguided religion democracy democracy wonderful thing truly represented sincerely doubt case proamerican democracy created around world,2.0,1.0,4.166666667,3.666666667,1.166666667,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 4.166666667
TI Hate Score: 3.666666667
TTBF Hate Score: 1.166666667
"
court system give negro slap wrist whole court system antiwhite pronegro negro belong america stinky violent belong jungle africa black eventually deported part monkey fully human,3.333333333,1.166666667,3.833333333,4.0,2.333333333,"CM Hate Score: 3.333333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.833333333
TI Hate Score: 4.0
TTBF Hate Score: 2.333333333
"
day white power becomes fag day leave forever fag get real lisel,1.166666667,1.0,3.0,3.833333333,1.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 3.833333333
TTBF Hate Score: 1.166666667
"
enemy enemy still enemy muslim mongrel provided u chance finish britain enemy destroying muslim rest follow destruction give foe help must fight war two front let u beleive muslim infection britain help u rioting let u capitalize time,2.666666667,6.0,3.666666667,3.166666667,1.0,"CM Hate Score: 2.666666667
AOPV Hate Score: 6.0
CDACT Hate Score: 3.666666667
TI Hate Score: 3.166666667
TTBF Hate Score: 1.0
"
european people came americaswhite european peoplethey one racewith value beliefsthey conquered nativesthus making countryfor wasnt one time majority immigrant come country prior white european kindand effectively assimulated mainstream american belief value immigrant also tested diseaseand thing would detrimental way life darkerthird world invasion immigrantsboth legal illigalwho value beliefsor moral said black people countrythey given every oppurtunity chance become contributing member societybut instead choose live way commiting crime bringing child world father way support everything possible show country differentthis america meant bebut unfortunatly rd world invasion rapidly becoming rd world nationand way stop deport,4.0,1.166666667,5.666666667,5.333333333,1.166666667,"CM Hate Score: 4.0
AOPV Hate Score: 1.166666667
CDACT Hate Score: 5.666666667
TI Hate Score: 5.333333333
TTBF Hate Score: 1.166666667
"
faggot ruined rainbow forever among everything touch kid nice see rainbow sky think sick minded degenerate thats destroying everything everyone path,1.166666667,1.0,3.666666667,1.0,1.833333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 1.0
TTBF Hate Score: 1.833333333
"
fag go,1.666666667,1.0,3.0,2.0,1.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.0
TTBF Hate Score: 1.0
"
fate race would lot le peril every tv country would cease exist truly disgusting see child brainwashed embrace race destruction socalled hate filter pushed jew internet subhuman scum job making sure young see destructive side picture took century diversity destroy great empire long ago didnt jewtubes much time civilization today thanks rick,2.0,1.0,4.666666667,5.166666667,1.333333333,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 4.666666667
TI Hate Score: 5.166666667
TTBF Hate Score: 1.333333333
"
following emailed group australian new nation get many people possible pressure government ensure fellow white rhodesia indeed south africa join u fight shore besides helping race need number white ensure arent flooded obliterated third world greeting wondering many member group would interested emailing phillip ruddock regard plight fellow white zimbabwe indeed south africa would useful addition country unlike ragheads gook various scum bleeding heart politically correct moron want force upon u people fear life unlike economic scum see flood shore every day wouldnt plague street would useful member society day one people specie white race feel obligated help time need certainly emailing many government department ensure white people dont end raped killed black knuckledragging monkey join giving people real white homeland regard trev,3.5,1.5,5.0,5.0,1.333333333,"CM Hate Score: 3.5
AOPV Hate Score: 1.5
CDACT Hate Score: 5.0
TI Hate Score: 5.0
TTBF Hate Score: 1.333333333
"
illegals dumped greekmajority area country displace albania sign deal turkey bring muslim migrant area greek live albania plan replace greek northern epirus jihadist turkish intelligence officer greek city time,1.833333333,1.0,3.333333333,2.333333333,1.0,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 2.333333333
TTBF Hate Score: 1.0
"
