MessageNumber,Message,English,MessageID,CM_1,CM_2,CM_3,CM_4,CM_5,CM_6,AOPV_1,AOPV_2,AOPV_3,AOPV_4,AOPV_5,AOPV_6,CDACT_1,CDACT_2,CDACT_3,CDACT_4,CDACT_5,CDACT_6,TI_1,TI_2,TI_3,TI_4,TI_5,TI_6,TTBF_1,TTBF_2,TTBF_3,TTBF_4,TTBF_5,TTBF_6,MessageNumber2,Hate,Year,CM,AOPV,CDACT,TI,TTBF
315,"Show me a time in the history of Earth this didn’t happen.       
 
 
 
 You mean like the White founding fathers and our White Constitution?  Only Whites would care about such a thing made by White people.  We can see that today in real time, can’t we?  Same for all other White lands. What do invaders care about our laws?   They want what they want.  There is no middle ground in the end.  Black power, BLM, La Raza, Zionism, etc.. 
 
Show me a time in the history of the earth this was not true?     Pick any nation of the world in history, let’s study their rise and fall and why.  
 
 
 
 Willingly?  Yes! People do not stay when they have nothing.  Once the gibsmedats cease, and segregation begins, why stay?  There is nothing for you.   
 
We reserve the right for our freedom and pursuit of happiness.  We will protect our nation, our laws, and Constitution from all enemies foreign and domestic.   
 
What would happen when Whites keep to ourselves?  Who do you think keeps the others running?  We do.  By the sweat of our backs we pay for it all.  We are tired of paying.  It’s that simple.  Once the builders and dreamers no longer support the leaches, that is it.  If they try to fight us to FORCE us to support them that will end badly for them.  We like any people in the world have to protect ourselves.  
 
Any problems the invaders and others have , that is all on the jews who expanded their numbers here and elsewhere. 
 
They can all move to Israel!  The jews would help them there like they do here,  right?   Because they love them so!  
 
Well, maybe not... I guess the rest of the world is the same.  They want to run their nations for themselves and do not want the baggage of others to hamper them.",1,315,2,3,3,2,3,3,1,1,2,1,1,1,6,6,6,6,6,6,5,4,5,5,4,4,2,1,2,2,1,1,315,0.904,2020,2.666666667,1.166666667,6,4.5,1.5
316,"So once again, reparations to nigros, the White population paying for a different welfare scheme. 
Like the Holohoax, it never ends.",1,316,2,1,2,2,2,2,1,1,1,1,1,1,6,3,5,3,4,3,5,2,5,5,5,1,2,1,4,2,1,1,316,0.908,2020,1.833333333,1,4,3.833333333,1.833333333
317,Sounds like some kind of bogus jew crap.  No real Nazi would support fags. Sieg Heil! Einsatzkommando,1,317,1,1,1,1,1,2,1,1,6,1,1,1,5,3,5,3,4,3,1,1,3,3,3,1,2,2,1,1,1,1,317,0.904,2001,1.166666667,1.833333333,3.833333333,2,1.333333333
318,Sounds like something a faggot would do.,1,318,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,1,4,1,318,0.91,2020,1,1,3,1,1.833333333
319,Stop immigration. Jobs should be for Americans. Deport illegals.,1,319,4,2,4,4,4,5,1,1,1,1,1,1,5,3,3,1,3,3,5,5,5,5,5,4,1,1,1,1,1,1,319,0.903,2020,3.833333333,1,3,4.833333333,1
320,"Tell me, if life was so inhumane for blacks in apartheid South Africa, why did they have such a massive illegal immigration problem?  
 
America and the rest of the western world certainly should step  in. After invasion, the first step should be to rename it back to its rightful name (Rhodesia) and reinstate a whites-only government. They should then invade the other white colonies (South Africa, South-West Africa and Kenya) and set up similar regimes, while  encouraging white immigration and black emigration. Finally, they should takeover the rest of continent, setting up colonies to produce raw goods for export to Europe and America. They should also ban education above a high school level for blacks and prevent them for  entering the bureaucracy above a very low level. Allowing them to do these things has been known to make them ""uppity."" (Almost all of the ""independence leaders"" were educated by dogooder Western missionaries and sent to Western universities at the expense of their 'benefactors. 
 
 
An exception of course is Madagascar, which is a highly desirable location to deport an entirely different tribe to. I'm only worried about their affects on the local primate population,  I've heard there are many rare lemurs living there. 
   
 
 
 
(If only it would happen, however, something makes me feel it is just a  tad   unlikely)",1,320,5,3,5,5,4,4,1,1,1,2,1,1,6,5,6,6,6,3,4,4,4,4,4,4,1,1,2,1,1,1,320,0.886,2001,4.333333333,1.166666667,5.333333333,4,1.166666667
321,"Thank you for pointing this out. We complain alot about Black/White interracial relationships and so we should!! However, Asians statisticly are far more likely to mix with a White person than an American negro. The last statistic I read on this was that 15% of negroes married outside their race as compared tp 50% of gooks! Factor in that gooks are recent invaders and gooks are 100% non-white whereas 70% of negroes do have at least some White in them. The negroes have been here 300 years and are still Black, in other words they have stuck to their own race enough that they have not breed themselves out. It seems to me the gooks are an even bigger threat to our race than negroes.",1,321,1,1,1,1,2,2,1,1,1,1,1,1,5,3,5,5,5,5,6,5,6,5,4,6,1,1,1,1,1,1,321,0.903,2001,1.333333333,1,4.666666667,5.333333333,1
322,"Thank you PNN !! 
The jew-media have really been pushing the fag agenda for the past twenty years or more. This animalisic behavior is becoming more and more accepted as cities and villages, like my home town, give into building 'gay bars' and passing proposals to give fags 'special rights.'",1,322,2,1,2,2,2,2,1,2,1,1,1,1,3,3,5,5,3,3,1,2,1,5,1,5,2,1,1,2,1,1,322,0.902,2001,1.833333333,1.166666667,3.666666667,2.5,1.333333333
323,Thanks for spreading this out. I had no idea I had to worry about fags and trannys being sent here!,1,323,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,4,4,1,4,2,1,1,1,1,1,323,0.904,2020,1.166666667,1,3,2.5,1.166666667
324,That faggot kike David Geffen would sell his own arse on the chance of getting a lousy dime.,1,324,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,3,3,1,1,1,1,1,1,4,4,5,4,3,2,324,0.903,2001,1,1,3.333333333,1,3.666666667
325,That isn't the problem. It is the black savages that live among us. They ruin our cities and endanger our people.,1,325,1,1,2,2,2,2,1,1,1,1,1,1,5,5,5,5,3,5,5,6,4,5,1,6,1,1,4,1,1,1,325,0.902,2020,1.666666667,1,4.666666667,4.5,1.5
326,"That little niglet / turdler / pickininny (above) is what...perhaps five years old?  
 
From my previous life--years ago--in which I was subjected to foul,  despicable, cannibalistic, subhuman, savage negroes on a daily basis I  grew used to pickininny negresses who were as young as twelve years old  giving birth to a tiny, little, India-ink-black turdler / niglet.  Seriously! 
 
So, what's to say that, hadn't the little niglet / turdler / pickininny  in the photo (above) been ""offed,"" she wouldn't have ended up shooting  out a tiny, little, India-ink-black turdler / niglet in a few years,  thus setting a ""new world's record"" in the Chicago Englewood ghetto for  the the youngest recorded little niglet / negress to be knocked-up and  successfully deliver a baby niglet.  
 
I guess we'll never know about the little niglet / negress above, since it's  now a ""dyad"" li'l niglet / negress. But, hey, another li'l seven or  eight year old niglet / negress will come along, and some vile,  cannibalistic, subhuman, savage negro will impregnate it. Mark my words!",1,326,1,1,1,1,1,2,5,2,1,1,2,2,5,5,5,5,3,5,1,1,1,1,1,1,2,1,5,2,2,2,326,0.907,2020,1.166666667,2.166666667,4.666666667,1,2.333333333
327,That nig looks like Shaquille O'Neal on ice skates,1,327,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,3,1,5,3,3,3,327,0.9,2001,1,1,3,1,3
328,"That's easy. They want us to be assimilated so that future generations will all be the color of mud and the white race will be extinct. It is easier to control mongrels than it is thoroughbreds for their NWO jewish masters. Jews can't tolerate an all white anything. Haven't you heard of the ""holocaust?"" We must make sure that doesn't happen again to the beanie babies!",1,328,1,1,1,3,2,2,1,1,1,1,1,1,5,3,3,5,3,5,6,6,1,6,6,6,2,1,5,2,1,1,328,0.894,2001,1.666666667,1,4,5.166666667,2
329,"Thats why wherever they move[pakis,nigs,etc.] they infest the place whith roaches.Do they travel whith these roaches?Keep them as pets?Or is it their main source of protine?                          And they have the nerve to call us TRASH?White to the bone.",1,329,1,1,1,2,1,2,1,1,1,1,1,1,5,5,5,5,3,3,2,2,1,4,2,1,4,1,4,2,4,2,329,0.905,2001,1.333333333,1,4.333333333,2,2.833333333
330,The  United Church  has  long been  a cover for the FAR-LEFT and illegal immigrants.  And these people need to be exposed in a country which is now a THIRD-WORLD ****HOLE.,1,330,1,2,1,3,2,3,1,1,1,1,1,1,3,3,5,5,3,3,1,1,5,1,1,1,1,1,2,1,1,1,330,0.903,2020,2,1,3.666666667,1.666666667,1.166666667
331,"The ""gay lifestyle"" is just not compatable with White Nationalism.  It's as simple as that.   Most queers are left-wing for a rather obvious reason, left-wing politics are compatable with their way of life.  Left-wingers are ""tolerant"" of everything that goes against the White, patriarchal society which they seek to destroy.  Or rather, they  have  destroyed.",1,331,1,1,2,2,2,2,1,1,1,1,1,1,3,3,5,5,4,3,6,3,3,5,3,6,1,1,1,1,1,1,331,0.887,2001,1.666666667,1,3.833333333,4.333333333,1
332,The ******s numbers are too high and the ******s should suffer for what they're doing to Whites in Africa.  The Whites should just let the ******s have Africa and the European nations should help the Whites in Africa move to Europe and send all the ******s in Europe to Africa.  The ****** apes in Africa will wish they never treated the Whites the way they did because the spooks will starve without the Whites knowledge of food production and distribution.,1,332,1,3,3,5,5,3,1,2,1,1,1,1,6,3,6,6,5,3,4,4,4,4,4,4,1,1,4,1,1,1,332,0.889,2001,3.333333333,1.166666667,4.833333333,4,1.5
333,"The 60% mestizos in Mexico are in fact mostly Amerindians, they have indian complexion not white complexion + 30% pure blooded Amerindians = 90% Amerindians in Mexico. 
 
If you want to claim them as Aztec go right ahead, We sure as heck ain't claiming them as white. 
 
As far as you donkey riding Mexicans getting one handful of American Soil, IT AIN""T HAPPENING! 
 
What we have we keep.  I'm glad when colored people like yourself come to Mudville.  We named this place after ya'll.  You 
come and tell all the visitors what the true intention of the illegal 
mud parasite has on his mind for this country. 
 
We'll shed our blood for what's our's; will you?",1,333,1,1,1,1,2,2,1,1,2,2,2,2,5,3,6,6,4,3,5,4,4,5,4,4,2,1,1,1,1,2,333,0.892,2001,1.333333333,1.666666667,4.5,4.333333333,1.333333333
334,"The amount of teenage faggots is shocking, they're very obvious and open about it. Propaganda, music and death culture are the three major contributory factors for the growth. 
 
I notice a lot of young, attractive girls seem to befriend these deviants which I consider odd. 
 
Disgusting.",1,334,1,1,1,1,2,2,1,1,1,1,1,1,3,3,5,5,3,3,1,1,1,1,1,1,1,2,1,1,1,1,334,0.903,2020,1.333333333,1,3.666666667,1,1.166666667
335,"The asians have countries that are 99% homogeneous, because those people know what is best for their intrests. If asians can have asia, blacks have africa, then hell ****in yea we deserve a homeland. We did colonize an uninhabited area, later became known as Dixie, that was taken over by the fag yankees. Illegally occupied since 1865",1,335,2,3,2,2,2,3,1,1,1,1,1,1,4,3,6,2,3,4,4,4,4,4,4,4,2,1,1,1,1,1,335,0.904,2020,2.333333333,1,3.666666667,4,1.166666667
336,"The attack started north of the centre, Constitution Hill. Then moved south across the centre ending in faggotville. 
 
So it looks unlikely it was aimed at fags. Just coincidence.",1,336,1,1,1,1,1,1,1,6,1,1,2,2,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,1,2,336,0.909,2020,1,2.166666667,3,1,1.666666667
337,"The average Englishman probably has much less than 10% Celtic blood. The Anglo-Saxons didnt rule a Celtic populace like the Normans did to them, they drove the Celts out and only a little mixing ever happened. However, in rural areas the degree of mixing would have been much greater so Cormacs report doesnt surprise me at all. The Celts of today have much more than 10% Briton blood (using the term Briton to refer to the pre-Celtic peoples is a loose and confusing usage, but what the hell) and in Scotland the percent is much higher because the Scots didnt overthrow the Pictish kingdom until well into the middle ages. The Celts originally ruled the Britons as an elite, like so many other Aryans did all over Europe and the Middle East, and eventually absorbed them, so they would indeed have much Britonic blood. In Scotlands case, the Britons survived right into the Middle Ages. The country was originally the Pictish kingdom and it was Pictish in population right up to its overthrow, although intermarriage with Celts to the south was frequent. The savage Picts who terrified the Roman legionnaires were not Celtic, but many of the things that characterized them, such as painting their faces blue before battle, were taken up by the Scots (originally an Irish tribe known as the Scoti). When the Scoti took over, they first ruled as Pictish kings, but with increasing immigration of Scoti tribesmen from Ulster this became unnecessary.",1,337,1,1,1,1,2,1,1,2,1,1,1,2,1,3,6,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,337,0.888,2001,1.166666667,1.333333333,2.833333333,1,1
338,The best response to faggots are REPENT SODOMITE!,1,338,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,2,1,1,338,0.908,2020,1,1,3,1,1.666666667
339,The blacks need to be rounded up and shipped to the jungles of Africa they don't belong in America.,1,339,4,3,5,5,4,5,1,1,1,1,1,1,5,3,3,3,3,3,4,4,4,4,4,4,2,1,4,1,1,2,339,0.903,2020,4.333333333,1,3.333333333,4,1.833333333
340,"The Catholic Church has betrayed the white community, this only serves as a reminder that all Christian churches are actively working against us. 
 
What is next a ****** pope?  They already have faggot reverends in the Church of England!",1,340,2,1,2,2,2,2,1,1,1,1,1,1,5,3,5,5,3,3,5,1,3,5,3,5,2,1,1,2,1,1,340,0.909,2001,1.833333333,1,4,3.666666667,1.333333333
341,"The CHINKS  may have invented toilet paper but they still dont know what its for.And they are PIGS.You see them sitting in a park [public place] and they start picking the crud out of there toejam....sick fXXXXXXX pigs.And the spics ?,you cant be seriously trying to say they are even remotley clean.                                     And the nig-nogs? were do I begin?They cant make it from the kitchen to the living room whithout stepping on a needle or trpping over crap filled diapers.Hell there are pigs that are white too but on a per-popullation %,its a million to one ratio to the cruds.         White to the bone and so is Aldaris850.",1,341,1,1,1,1,2,2,1,1,1,1,1,1,6,5,5,6,3,5,5,1,1,1,4,1,1,1,4,4,2,2,341,0.897,2001,1.333333333,1,5,2.166666667,2.333333333
